id,educ,peduc,kids,agem,rural
16339,14,14,0,20,1
16340,0,0,3,15,1
16341,1,7,1,15,1
16342,0,0,3,16,1
16343,4,9,3,15,1
16344,3,0,2,17,1
16345,0,0,3,19,1
16346,0,10,3,14,1
16347,9,11,2,19,1
16348,0,0,2,18,1
16349,12,12,1,19,1
16350,7,0,2,18,1
16351,0,5,2,18,1
16352,0,0,2,18,1
16353,7,10,4,13,1
16354,0,0,4,19,1
16355,6,12,4,19,1
16356,0,0,5,13,1
16357,0,0,5,21,1
16358,4,9,3,18,1
16359,7,0,4,19,1
16360,8,6,3,18,1
16361,0,7,5,16,1
16362,0,5,4,18,1
16363,0,0,5,16,1
16364,0,10,4,18,1
16365,0,0,3,15,1
16366,0,7,3,19,1
16367,0,9,2,18,1
16368,0,7,4,18,1
16369,6,12,2,20,1
16370,0,10,2,14,1
16371,6,8,0,18,1
16372,4,8,3,16,1
16373,0,6,3,15,1
16374,0,5,1,15,1
16375,2,7,3,15,1
16376,7,7,2,17,1
16377,0,9,3,18,1
16378,4,7,1,15,1
16379,0,0,7,14,1
16380,7,8,2,15,1
16381,12,12,2,21,1
16382,2,10,1,14,1
16383,3,11,3,13,1
16384,0,7,5,18,1
16385,0,9,0,16,1
16386,0,10,3,19,1
16387,0,5,6,16,1
16388,2,2,3,13,1
16389,0,0,1,17,1
16390,0,0,4,15,1
16391,0,0,2,15,1
16392,7,8,2,17,1
16393,0,6,3,17,1
16394,0,0,4,15,1
16395,9,7,1,17,1
16396,7,0,1,20,1
16397,0,0,3,15,1
16398,5,7,1,17,1
16399,0,0,8,15,1
16400,2,7,2,18,1
16401,0,8,4,16,1
16402,0,0,0,15,1
16403,6,7,2,16,1
16404,0,5,6,12,1
16405,0,0,0,18,1
16406,0,0,4,20,1
16407,6,9,2,14,1
16408,0,0,5,15,1
16409,0,9,0,19,1
16410,0,0,4,15,1
16411,0,3,0,17,1
16412,2,5,2,18,1
16413,10,5,2,18,1
16414,0,0,7,17,1
16415,10,15,2,19,0
16416,16,19,1,19,0
16417,9,10,3,21,0
16418,9,9,2,19,0
16419,15,20,0,21,0
16420,0,2,5,14,0
16421,17,15,2,19,0
16422,11,17,4,20,0
16423,15,15,1,19,0
16424,10,10,1,19,0
16425,10,12,1,21,0
16426,0,15,7,19,0
16427,15,15,2,22,0
16428,5,10,5,15,0
16429,0,13,4,19,0
16430,0,0,4,13,0
16431,12,18,2,20,0
16432,9,12,2,18,0
16433,15,15,2,18,0
16434,9,12,3,17,0
16435,15,14,1,25,0
16436,0,8,5,19,0
16437,10,10,0,19,0
16438,4,7,3,14,0
16439,17,15,1,19,0
16440,0,0,4,19,1
16441,9,8,3,19,1
16442,0,0,3,14,1
16443,0,0,3,17,1
16444,0,7,3,18,1
16445,9,9,1,22,1
16446,0,0,8,23,1
16447,0,7,6,15,1
16448,0,8,4,19,1
16449,0,7,8,16,1
16450,5,7,0,20,1
16451,0,0,1,14,1
16452,12,12,2,17,1
16453,9,3,3,17,1
16454,5,11,4,17,1
16455,12,12,2,17,1
16456,4,11,2,16,1
16457,0,6,2,15,1
16458,0,10,3,18,1
16459,12,10,3,18,1
16460,0,0,2,14,1
16461,0,14,2,16,1
16462,9,9,0,18,1
16463,7,7,5,16,1
16464,0,15,3,14,1
16465,0,0,5,17,1
16466,1,6,2,15,1
16467,6,11,4,15,1
16468,7,6,3,19,1
16469,0,0,4,15,1
16470,0,9,4,15,1
16471,0,4,4,14,1
16472,0,10,2,13,1
16473,9,9,3,20,1
16474,9,10,2,15,1
16475,0,9,2,17,1
16476,0,0,2,13,1
16477,0,0,1,21,1
16478,2,0,3,17,1
16479,0,0,2,15,1
16480,8,9,1,18,1
16481,0,15,2,18,1
16482,0,7,3,13,1
16483,0,9,2,19,1
16484,0,0,2,16,1
16485,0,4,2,16,1
16486,8,4,2,16,1
16487,0,0,2,15,1
16488,8,9,2,18,1
16489,0,0,4,17,1
16490,0,0,2,17,1
16491,4,3,1,27,1
16492,0,3,3,15,1
16493,13,17,2,19,1
16494,0,9,4,14,1
16495,4,0,0,19,1
16496,0,8,6,14,1
16497,0,0,4,16,1
16498,0,9,4,20,1
16499,0,4,3,17,1
16500,0,0,10,16,1
16501,0,0,2,19,1
16502,0,0,5,18,1
16503,0,2,4,14,1
16504,0,0,3,16,1
16505,0,0,3,16,1
16506,0,0,4,13,1
16507,0,5,4,17,1
16508,0,0,2,20,1
16509,0,0,5,15,1
16510,0,0,3,16,1
16511,0,2,3,17,1
16512,0,0,4,17,1
16513,0,10,3,15,1
16514,0,8,1,17,1
16515,0,5,6,16,1
16516,0,5,4,14,1
16517,0,0,7,17,1
16518,4,9,2,16,1
16519,0,0,4,15,1
16520,5,9,1,15,1
16521,0,0,4,17,1
16522,0,0,7,14,1
16523,0,0,3,14,1
16524,0,5,1,16,1
16525,7,10,3,15,1
16526,3,7,3,18,1
16527,4,8,4,15,1
16528,5,7,2,18,1
16529,0,8,3,14,1
16530,0,0,4,15,1
16531,0,0,4,15,1
16532,0,10,2,18,1
16533,6,12,2,16,1
16534,12,10,2,20,1
16535,0,0,1,15,1
16536,0,0,4,16,1
16537,5,5,1,18,1
16538,6,8,5,21,1
16539,7,7,1,14,1
16540,9,14,2,16,1
16541,12,15,1,20,1
16542,0,4,3,13,1
16543,7,9,2,15,0
16544,10,17,2,23,0
16545,5,7,2,15,0
16546,10,10,2,19,0
16547,0,9,2,16,0
16548,9,10,3,14,0
16549,0,9,2,12,0
16550,9,9,2,18,0
16551,9,9,3,20,0
16552,9,9,1,15,0
16553,0,10,2,15,0
16554,5,11,2,18,0
16555,12,10,2,26,0
16556,9,9,1,22,0
16557,11,10,2,23,0
16558,7,9,4,21,0
16559,0,5,3,14,1
16560,12,5,1,17,1
16561,11,10,5,25,1
16562,0,17,3,22,1
16563,7,11,2,19,1
16564,8,11,2,18,1
16565,0,0,2,17,1
16566,0,6,0,19,1
16567,7,9,2,18,1
16568,8,12,1,26,1
16569,7,11,4,19,1
16570,0,5,2,17,1
16571,0,0,0,18,1
16572,0,10,4,20,1
16573,0,2,2,20,1
16574,4,10,0,18,1
16575,9,10,3,15,1
16576,0,4,1,15,1
16577,8,12,4,20,1
16578,7,12,5,20,1
16579,0,9,2,15,1
16580,15,17,2,22,1
16581,7,5,3,17,1
16582,3,10,1,18,1
16583,7,10,3,20,1
16584,9,5,0,18,1
16585,5,8,4,21,1
16586,0,9,2,21,1
16587,2,7,5,18,1
16588,0,4,3,19,1
16589,12,12,3,12,1
16590,0,0,4,18,1
16591,0,0,3,15,1
16592,12,12,0,19,1
16593,0,9,3,20,1
16594,2,4,4,20,1
16595,3,12,0,20,1
16596,1,10,1,23,1
16597,10,5,3,22,1
16598,3,16,2,20,1
16599,7,10,0,14,1
16600,0,6,5,14,1
16601,6,12,6,15,1
16602,0,0,3,15,1
16603,0,3,5,18,1
16604,0,12,2,20,1
16605,1,12,2,18,1
16606,0,5,2,19,1
16607,6,8,3,16,1
16608,5,0,3,16,1
16609,5,15,2,25,1
16610,0,5,0,20,1
16611,0,4,1,21,1
16612,0,7,4,21,1
16613,0,7,1,20,1
16614,0,4,4,23,1
16615,5,10,3,20,1
16616,5,6,4,20,1
16617,4,4,6,15,1
16618,6,15,2,17,1
16619,7,12,2,23,1
16620,0,0,2,16,1
16621,7,9,0,15,1
16622,0,8,5,15,1
16623,9,7,0,18,1
16624,0,7,4,18,1
16625,0,7,6,17,1
16626,0,0,3,17,1
16627,0,9,3,17,1
16628,4,12,2,16,1
16629,7,9,0,15,1
16630,4,13,3,17,1
16631,6,10,1,12,1
16632,6,15,5,15,1
16633,0,2,5,17,1
16634,0,12,4,17,1
16635,0,5,1,17,1
16636,0,5,2,18,1
16637,0,0,7,13,1
16638,0,5,1,17,1
16639,9,7,3,18,1
16640,5,5,0,18,1
16641,0,0,4,15,1
16642,0,11,3,20,1
16643,5,10,2,21,1
16644,8,10,3,15,1
16645,2,15,4,15,1
16646,9,0,0,21,1
16647,0,9,6,13,1
16648,0,7,3,16,1
16649,0,0,6,16,1
16650,4,6,6,18,1
16651,12,9,2,21,1
16652,0,6,5,20,1
16653,5,7,2,16,1
16654,10,10,3,15,1
16655,3,7,5,20,1
16656,7,10,2,21,1
16657,6,5,1,19,1
16658,6,15,1,16,1
16659,4,7,5,19,1
16660,9,6,5,19,1
16661,5,3,1,19,1
16662,7,7,2,19,1
16663,7,7,0,18,1
16664,6,8,2,18,1
16665,5,5,4,14,1
16666,9,9,1,17,1
16667,0,7,5,15,1
16668,0,2,1,25,1
16669,5,10,2,20,1
16670,2,0,3,16,1
16671,0,3,5,13,1
16672,0,6,7,14,1
16673,1,1,3,20,1
16674,0,0,1,19,1
16675,0,0,3,14,1
16676,4,6,4,14,1
16677,0,0,4,14,1
16678,0,9,5,16,1
16679,2,4,5,16,1
16680,0,3,4,18,1
16681,0,0,3,15,1
16682,0,0,4,17,1
16683,0,5,2,17,1
16684,0,0,0,16,1
16685,0,10,3,19,1
16686,0,10,3,12,1
16687,9,8,0,19,1
16688,0,12,2,18,1
16689,0,14,2,18,1
16690,4,8,0,19,1
16691,0,4,4,18,1
16692,3,10,3,18,1
16693,0,0,7,12,1
16694,0,0,1,15,1
16695,6,0,2,12,1
16696,0,0,7,20,1
16697,0,0,2,20,1
16698,0,4,3,19,1
16699,0,0,2,16,1
16700,0,4,7,18,1
16701,0,4,1,12,1
16702,0,0,2,17,1
16703,0,0,4,16,1
16704,0,9,0,15,1
16705,0,1,1,13,1
16706,0,0,2,16,1
16707,9,11,2,29,1
16708,0,7,5,17,1
16709,0,7,0,19,1
16710,10,14,2,20,1
16711,5,7,3,16,1
16712,5,9,3,13,1
16713,15,12,0,25,1
16714,0,8,0,22,1
16715,12,9,1,23,1
16716,11,10,2,19,1
16717,5,8,1,18,1
16718,9,15,4,18,1
16719,15,15,0,22,1
16720,0,9,4,19,1
16721,10,12,1,20,1
16722,6,10,2,15,1
16723,0,11,2,16,1
16724,8,10,2,17,1
16725,0,5,2,16,1
16726,10,10,3,20,1
16727,12,9,3,21,1
16728,0,6,4,15,1
16729,0,6,0,18,1
16730,11,17,3,22,1
16731,15,11,0,21,1
16732,15,9,0,21,1
16733,9,15,1,22,1
16734,12,10,2,21,1
16735,0,7,4,19,1
16736,7,6,4,18,1
16737,0,5,2,18,1
16738,0,7,1,19,1
16739,0,0,4,19,1
16740,10,7,2,22,1
16741,10,4,1,21,1
16742,9,8,1,18,1
16743,10,14,1,19,1
16744,9,14,1,21,1
16745,7,13,3,15,1
16746,9,11,4,17,1
16747,16,13,3,24,1
16748,9,4,0,24,1
16749,7,4,0,18,1
16750,0,0,1,16,1
16751,8,4,2,15,1
16752,0,0,4,15,1
16753,0,0,3,21,1
16754,15,15,1,20,1
16755,0,0,3,16,1
16756,0,8,1,19,1
16757,9,12,3,20,1
16758,0,0,3,16,1
16759,0,0,1,19,1
16760,0,0,2,16,1
16761,0,5,3,16,1
16762,10,11,3,16,1
16763,0,7,7,15,1
16764,0,5,3,18,1
16765,0,0,3,16,1
16766,0,0,4,18,1
16767,0,6,1,21,1
16768,0,0,4,21,1
16769,0,0,6,15,1
16770,4,7,2,21,1
16771,5,17,3,18,1
16772,0,13,5,19,1
16773,0,7,4,17,1
16774,0,0,5,19,1
16775,0,0,5,19,1
16776,5,5,6,17,1
16777,7,5,4,18,1
16778,9,10,0,18,1
16779,0,0,2,21,1
16780,0,4,3,15,1
16781,1,5,0,21,1
16782,0,0,6,14,1
16783,7,4,4,16,1
16784,8,4,2,21,1
16785,0,9,2,18,1
16786,0,7,7,17,1
16787,6,7,2,20,1
16788,0,0,2,17,1
16789,7,6,2,21,1
16790,0,5,0,21,1
16791,7,8,1,20,1
16792,0,0,6,19,1
16793,0,5,5,18,1
16794,8,4,3,17,1
16795,0,6,3,17,1
16796,2,7,2,18,1
16797,4,9,5,19,1
16798,0,0,4,16,1
16799,0,3,4,19,1
16800,0,0,3,19,1
16801,0,0,1,15,1
16802,7,8,2,22,1
16803,0,0,2,20,1
16804,5,5,0,18,1
16805,9,8,2,21,1
16806,8,6,1,21,1
16807,7,5,2,23,1
16808,7,10,4,20,1
16809,4,0,3,23,1
16810,0,0,1,13,1
16811,9,7,2,21,1
16812,5,0,3,18,1
16813,6,0,4,16,1
16814,0,0,5,20,1
16815,7,8,2,21,1
16816,5,8,5,13,1
16817,9,0,2,22,1
16818,0,2,9,14,1
16819,0,7,3,15,1
16820,15,15,2,22,1
16821,15,15,2,22,1
16822,0,7,1,18,1
16823,0,7,2,17,1
16824,0,0,7,17,1
16825,5,10,3,19,1
16826,6,8,1,17,1
16827,0,3,3,20,1
16828,10,10,3,18,0
16829,12,14,0,21,0
16830,3,8,5,14,0
16831,0,7,3,17,0
16832,9,9,3,19,0
16833,10,10,2,18,0
16834,9,9,2,20,0
16835,8,12,2,20,0
16836,7,9,4,18,0
16837,4,9,4,17,0
16838,11,14,0,25,0
16839,8,5,0,19,0
16840,8,8,3,18,0
16841,7,10,3,19,0
16842,7,6,2,19,0
16843,8,8,1,17,0
16844,9,9,4,17,0
16845,8,10,3,20,0
16846,7,7,3,20,0
16847,9,10,2,19,0
16848,7,7,2,18,0
16849,8,8,5,18,0
16850,9,15,2,24,0
16851,12,11,0,18,0
16852,0,10,1,17,1
16853,2,15,5,18,1
16854,0,5,3,16,1
16855,0,3,7,15,1
16856,3,6,6,18,1
16857,0,0,6,17,1
16858,0,7,1,19,1
16859,0,0,3,15,1
16860,0,2,3,14,1
16861,4,5,0,17,1
16862,5,10,3,17,1
16863,0,0,3,19,1
16864,0,7,3,22,1
16865,0,0,5,20,1
16866,5,0,7,21,1
16867,1,0,4,18,1
16868,0,0,5,15,1
16869,0,0,3,19,1
16870,0,4,4,19,1
16871,3,14,0,22,1
16872,0,0,4,15,1
16873,0,9,3,17,1
16874,0,0,6,15,1
16875,0,15,3,23,1
16876,1,0,3,17,1
16877,0,4,5,16,1
16878,9,15,2,18,1
16879,5,15,3,20,1
16880,0,0,6,18,1
16881,4,10,0,16,1
16882,0,5,4,13,1
16883,12,14,1,20,1
16884,0,0,3,20,1
16885,0,5,3,17,1
16886,9,10,2,18,1
16887,10,10,1,17,1
16888,4,3,5,18,1
16889,7,11,2,23,1
16890,0,9,3,18,1
16891,0,4,4,19,1
16892,6,0,3,17,1
16893,15,9,1,23,1
16894,8,5,2,20,1
16895,5,9,1,18,1
16896,0,10,2,18,1
16897,12,10,2,23,1
16898,12,10,1,20,1
16899,8,8,2,23,1
16900,5,8,4,19,1
16901,9,11,5,19,1
16902,7,7,1,19,1
16903,10,13,2,23,1
16904,0,0,3,17,1
16905,9,13,2,23,1
16906,4,9,2,20,1
16907,3,7,2,22,1
16908,7,7,4,18,0
16909,0,0,6,16,0
16910,4,4,3,18,0
16911,0,2,4,14,0
16912,3,5,5,15,0
16913,0,0,5,16,0
16914,8,10,2,19,0
16915,6,6,4,15,0
16916,7,10,3,18,0
16917,0,3,5,16,0
16918,8,7,0,17,0
16919,5,0,4,17,0
16920,7,3,1,17,0
16921,7,12,1,18,0
16922,0,0,4,18,0
16923,0,0,4,17,0
16924,0,0,2,18,0
16925,0,3,3,16,0
16926,7,0,6,14,0
16927,7,9,3,16,0
16928,0,0,4,18,0
16929,7,9,3,18,0
16930,9,16,0,20,0
16931,0,0,10,15,1
16932,0,10,3,15,1
16933,2,9,2,15,1
16934,0,8,3,14,1
16935,0,11,1,18,1
16936,0,0,5,13,1
16937,2,11,5,15,1
16938,0,0,5,14,1
16939,5,11,3,16,1
16940,0,12,3,14,1
16941,10,12,2,17,1
16942,3,7,5,13,1
16943,0,15,4,17,1
16944,12,15,4,20,1
16945,8,12,1,16,1
16946,0,6,3,17,1
16947,0,0,2,15,1
16948,12,12,1,22,1
16949,14,14,1,23,1
16950,0,11,3,18,1
16951,0,0,3,14,1
16952,10,9,2,16,1
16953,0,0,3,12,1
16954,4,10,5,15,1
16955,0,11,4,18,1
16956,0,0,3,13,1
16957,6,3,2,16,1
16958,9,15,2,16,1
16959,14,14,2,20,1
16960,12,17,2,26,1
16961,12,5,1,17,1
16962,15,14,3,22,1
16963,11,12,2,17,1
16964,9,9,2,15,1
16965,10,12,3,20,1
16966,7,3,4,22,1
16967,7,12,1,22,1
16968,4,10,4,17,1
16969,10,14,2,20,1
16970,14,10,0,19,1
16971,6,9,0,18,1
16972,0,0,7,15,1
16973,9,3,4,14,1
16974,0,0,3,13,1
16975,4,15,3,18,1
16976,0,3,6,13,1
16977,0,7,0,19,1
16978,0,0,0,15,1
16979,0,7,6,14,1
16980,7,9,3,17,1
16981,9,15,2,16,1
16982,9,3,5,14,1
16983,2,9,1,14,1
16984,9,10,2,17,1
16985,10,9,3,16,1
16986,9,14,2,18,1
16987,0,7,3,19,1
16988,0,7,4,19,1
16989,0,0,5,20,1
16990,0,2,7,19,1
16991,0,0,7,16,1
16992,6,9,2,22,1
16993,0,5,3,20,1
16994,0,8,6,19,1
16995,10,10,1,21,1
16996,3,9,5,18,1
16997,0,6,3,19,1
16998,0,0,3,17,1
16999,0,8,3,16,1
17000,7,8,6,19,1
17001,6,0,1,21,1
17002,0,0,3,19,1
17003,0,7,2,15,1
17004,10,8,1,20,1
17005,10,8,2,21,1
17006,5,10,2,16,1
17007,0,0,6,20,1
17008,0,7,5,14,1
17009,10,13,2,17,1
17010,7,5,4,16,1
17011,0,0,4,17,1
17012,6,3,5,20,0
17013,7,12,4,15,0
17014,10,8,2,20,0
17015,0,6,0,17,0
17016,7,10,3,17,0
17017,10,10,5,18,0
17018,9,10,2,20,0
17019,0,0,3,14,0
17020,6,7,3,18,0
17021,9,2,1,23,0
17022,0,10,4,15,0
17023,7,10,2,18,0
17024,12,9,3,20,0
17025,9,10,3,18,0
17026,8,7,5,17,0
17027,9,9,3,20,0
17028,5,9,1,22,0
17029,9,10,2,19,0
17030,7,15,2,20,0
17031,9,15,2,20,0
17032,6,10,0,20,0
17033,0,10,4,17,0
17034,7,10,1,17,0
17035,9,9,1,20,0
17036,9,10,2,15,0
17037,7,12,2,17,0
17038,9,9,0,22,0
17039,0,8,3,22,0
17040,7,12,3,21,0
17041,9,9,0,21,0
17042,7,10,2,19,0
17043,15,10,1,20,0
17044,12,9,1,19,0
17045,10,10,2,14,0
17046,10,15,3,21,0
17047,9,9,2,22,0
17048,15,9,2,23,0
17049,14,9,2,24,0
17050,9,12,3,20,0
17051,3,7,3,17,0
17052,10,18,3,28,0
17053,12,10,0,21,0
17054,10,12,2,19,0
17055,8,4,2,23,0
17056,7,10,3,17,0
17057,10,10,1,19,0
17058,13,12,0,22,0
17059,13,4,1,17,0
17060,15,13,2,22,0
17061,9,9,1,21,0
17062,15,12,1,22,0
17063,10,10,1,22,0
17064,15,15,2,24,0
17065,10,9,2,17,1
17066,11,11,0,15,1
17067,8,9,1,17,1
17068,0,0,6,15,1
17069,6,10,0,14,1
17070,11,11,2,18,1
17071,0,9,7,17,1
17072,0,0,2,15,1
17073,0,0,1,17,1
17074,0,0,3,17,1
17075,0,2,4,18,1
17076,0,0,1,17,1
17077,7,12,1,12,1
17078,9,7,2,20,1
17079,11,11,3,17,1
17080,8,7,3,15,1
17081,3,9,1,15,1
17082,0,5,5,14,1
17083,0,0,2,17,1
17084,0,8,2,14,1
17085,10,9,1,16,1
17086,9,12,4,16,1
17087,10,13,2,19,0
17088,10,12,2,18,0
17089,10,12,2,19,0
17090,9,12,0,18,0
17091,11,10,3,19,0
17092,10,15,1,22,0
17093,12,12,1,26,0
17094,12,10,2,19,0
17095,10,10,2,23,0
17096,15,15,3,24,0
17097,17,18,2,27,0
17098,10,15,2,20,0
17099,15,15,2,21,0
17100,15,15,3,21,0
17101,7,10,2,19,0
17102,12,15,2,17,0
17103,10,9,3,17,0
17104,16,20,2,23,0
17105,15,12,2,20,0
17106,0,0,4,17,0
17107,9,5,1,17,0
17108,0,0,4,19,0
17109,0,0,4,14,0
17110,7,10,0,19,0
17111,5,5,2,18,0
17112,0,0,3,15,0
17113,10,4,2,24,0
17114,0,7,3,19,0
17115,12,0,2,27,0
17116,7,10,0,23,0
17117,3,3,3,19,0
17118,0,0,3,17,0
17119,3,8,2,16,0
17120,0,0,3,18,0
17121,16,10,2,21,0
17122,3,10,4,20,0
17123,3,10,2,24,0
17124,9,0,2,17,0
17125,0,9,0,27,0
17126,6,10,2,17,0
17127,7,6,1,19,0
17128,7,9,1,22,0
17129,8,10,0,23,0
17130,8,0,2,15,0
17131,3,2,2,20,0
17132,0,2,6,16,0
17133,5,8,2,17,0
17134,10,10,2,20,0
17135,0,7,3,20,0
17136,0,7,4,19,0
17137,9,8,2,17,0
17138,8,12,1,18,0
17139,0,8,3,20,0
17140,0,0,4,14,0
17141,9,12,1,19,0
17142,10,11,0,19,0
17143,17,12,1,24,0
17144,11,10,1,19,0
17145,10,6,2,22,0
17146,17,15,0,23,0
17147,10,15,2,20,0
17148,16,14,1,25,0
17149,15,15,1,22,0
17150,0,5,3,16,0
17151,10,9,2,19,0
17152,15,15,1,27,0
17153,16,15,3,20,0
17154,9,11,1,20,0
17155,15,15,0,36,0
17156,17,17,0,28,0
17157,17,15,2,21,0
17158,17,15,1,23,0
17159,15,15,2,22,0
17160,8,15,1,19,0
17161,12,15,2,20,0
17162,12,14,0,20,0
17163,12,10,1,23,0
17164,17,15,1,24,0
17165,15,13,2,19,0
17166,15,12,1,22,0
17167,10,15,3,15,0
17168,15,17,2,24,0
17169,11,15,2,19,0
17170,15,8,2,22,0
17171,10,10,3,20,0
17172,17,17,3,20,0
17173,14,14,1,20,0
17174,2,11,3,18,0
17175,0,7,4,15,0
17176,8,9,3,13,0
17177,9,10,3,18,0
17178,6,15,1,20,0
17179,4,8,5,16,0
17180,3,6,3,22,0
17181,12,15,2,18,0
17182,9,9,3,20,0
17183,9,12,2,17,0
17184,8,8,1,17,0
17185,11,8,3,21,0
17186,2,14,3,18,0
17187,2,15,3,16,0
17188,0,10,3,16,0
17189,9,7,2,20,0
17190,10,12,1,17,0
17191,7,7,3,23,0
17192,12,15,1,20,0
17193,0,6,3,15,0
17194,11,10,0,17,0
17195,12,11,2,18,0
17196,7,12,1,20,0
17197,12,15,3,18,0
17198,9,8,1,18,0
17199,3,5,2,14,0
17200,0,4,3,19,0
17201,4,9,4,16,0
17202,7,5,6,21,0
17203,6,6,4,19,0
17204,0,7,4,18,0
17205,3,0,2,12,0
17206,0,0,5,16,0
17207,2,0,6,17,0
17208,5,5,3,17,0
17209,0,0,5,15,0
17210,0,4,5,18,0
17211,0,3,3,17,0
17212,10,7,0,19,0
17213,9,8,2,16,0
17214,0,3,4,12,0
17215,4,2,4,20,0
17216,15,15,2,21,0
17217,7,12,3,16,0
17218,15,15,2,26,1
17219,10,10,2,17,1
17220,10,10,0,21,1
17221,9,12,2,20,1
17222,10,12,4,18,1
17223,0,0,3,18,1
17224,6,4,0,17,1
17225,6,10,1,21,1
17226,10,12,3,17,1
17227,8,11,4,16,1
17228,7,7,2,20,1
17229,0,0,2,13,1
17230,7,8,5,17,1
17231,10,14,1,19,1
17232,5,10,2,17,1
17233,14,15,3,24,1
17234,15,11,1,20,1
17235,2,3,3,14,1
17236,10,15,2,21,1
17237,15,16,0,21,1
17238,12,15,1,18,1
17239,6,9,2,23,1
17240,9,12,3,18,1
17241,15,9,1,25,1
17242,15,15,2,26,1
17243,0,10,2,18,1
17244,9,11,2,18,1
17245,10,12,0,21,1
17246,9,10,2,16,1
17247,12,13,2,20,1
17248,10,12,2,24,1
17249,8,12,3,18,1
17250,11,5,2,22,1
17251,0,12,6,19,0
17252,8,9,1,15,0
17253,2,11,3,19,0
17254,5,9,5,16,0
17255,5,6,2,15,0
17256,8,6,2,17,0
17257,0,7,2,18,0
17258,0,10,4,20,0
17259,0,10,1,16,0
17260,7,9,2,16,0
17261,0,10,1,17,0
17262,0,10,1,16,0
17263,7,0,2,13,0
17264,9,3,1,17,0
17265,0,5,5,17,0
17266,5,12,3,16,0
17267,12,15,0,21,0
17268,10,10,8,15,0
17269,0,0,2,14,0
17270,10,10,2,22,0
17271,4,10,3,20,0
17272,4,4,2,16,0
17273,15,15,1,21,0
17274,12,13,2,17,0
17275,17,15,1,24,0
17276,10,10,3,18,0
17277,5,13,3,17,0
17278,10,10,1,12,0
17279,9,12,2,18,0
17280,12,12,2,20,0
17281,12,11,2,22,0
17282,8,12,1,21,0
17283,8,8,2,18,0
17284,7,8,2,20,0
17285,6,10,3,16,0
17286,9,12,0,18,0
17287,10,15,0,19,0
17288,12,12,1,22,0
17289,6,15,2,17,0
17290,0,4,1,16,0
17291,12,8,1,17,0
17292,0,0,0,19,0
17293,9,9,2,25,0
17294,10,17,2,19,0
17295,0,10,5,15,0
17296,8,9,0,16,0
17297,10,10,4,20,0
17298,0,0,7,16,1
17299,7,9,0,17,1
17300,0,0,4,15,1
17301,0,3,5,20,1
17302,0,11,0,16,1
17303,2,12,5,17,1
17304,0,0,9,14,1
17305,0,9,3,17,1
17306,0,0,7,17,1
17307,0,0,0,20,1
17308,0,5,1,16,1
17309,0,7,5,18,1
17310,0,3,5,12,1
17311,4,3,1,15,1
17312,0,10,3,17,1
17313,7,10,1,17,1
17314,0,7,2,20,1
17315,0,1,5,20,1
17316,0,0,5,15,1
17317,0,0,3,16,1
17318,0,5,5,18,1
17319,0,6,3,18,0
17320,0,4,2,16,0
17321,15,10,2,24,0
17322,7,5,2,19,0
17323,7,8,2,21,0
17324,0,6,3,18,0
17325,10,10,2,25,0
17326,9,8,3,17,0
17327,9,7,2,20,0
17328,6,6,3,19,0
17329,10,6,3,18,0
17330,5,2,3,20,0
17331,9,10,2,18,0
17332,3,3,4,17,0
17333,5,5,3,19,0
17334,6,10,2,17,0
17335,7,7,2,17,0
17336,12,10,2,21,0
17337,9,3,0,21,0
17338,6,6,2,17,0
17339,5,5,4,18,0
17340,0,4,3,20,0
17341,12,2,2,21,0
17342,7,7,2,21,0
17343,7,12,2,20,0
17344,9,8,1,22,0
17345,8,8,2,20,0
17346,8,7,2,19,0
17347,18,18,2,32,0
17348,10,9,1,22,0
17349,7,8,1,22,0
17350,7,12,2,17,0
17351,7,10,1,20,0
17352,12,10,0,21,0
17353,12,7,1,20,0
17354,7,9,0,20,0
17355,4,4,2,18,0
17356,3,3,3,19,0
17357,4,10,2,19,0
17358,5,7,3,14,0
17359,5,7,3,18,0
17360,8,4,2,19,0
17361,7,0,7,17,0
17362,15,10,0,23,0
17363,6,4,3,12,0
17364,0,10,2,19,1
17365,0,10,4,19,1
17366,0,5,3,19,1
17367,7,5,1,16,1
17368,0,4,0,21,1
17369,5,5,2,15,1
17370,0,5,5,17,1
17371,0,5,3,16,1
17372,0,4,6,17,1
17373,0,0,5,14,1
17374,0,0,2,29,1
17375,0,10,5,18,1
17376,7,10,2,17,1
17377,0,0,2,20,1
17378,0,10,1,19,1
17379,16,14,0,20,1
17380,5,0,2,20,1
17381,10,12,3,20,1
17382,8,7,2,18,1
17383,0,0,7,19,1
17384,6,9,3,20,1
17385,0,7,2,19,1
17386,15,18,1,23,1
17387,17,15,1,26,1
17388,0,0,2,16,1
17389,4,8,4,12,1
17390,11,9,1,20,1
17391,0,0,6,16,1
17392,10,17,4,15,1
17393,4,10,0,18,1
17394,0,9,3,16,1
17395,7,10,3,17,1
17396,10,12,1,16,1
17397,0,10,2,17,1
17398,4,10,0,19,1
17399,0,14,4,17,1
17400,0,13,3,12,1
17401,0,9,2,20,1
17402,0,9,3,18,1
17403,7,14,2,17,1
17404,4,10,3,18,1
17405,0,10,3,16,1
17406,0,3,1,22,1
17407,4,9,4,16,1
17408,2,0,5,13,1
17409,0,5,4,18,1
17410,16,10,2,22,1
17411,7,9,3,20,1
17412,0,0,3,18,1
17413,0,0,3,21,1
